DEP Nacelle cw
    1.088632      0.2205146    
    1.085965      0.2204143    
    1.082535      0.2202912    
    1.078733      0.2201622    
    1.074610      0.2200315    
    1.070227      0.2199028    
    1.065641      0.2197798    
    1.060910      0.2196649    
    1.056076      0.2195586    
    1.051166      0.2194600    
    1.046203      0.2193668    
    1.041204      0.2192771    
    1.036185      0.2191895    
    1.031161      0.2191047    
    1.026143      0.2190248    
    1.021134      0.2189523    
    1.016127      0.2188889    
    1.011116      0.2188326    
    1.006112      0.2187783    
    1.001142      0.2187201    
   0.9962227      0.2186522    
   0.9913592      0.2185687    
   0.9865557      0.2184640    
   0.9818181      0.2183344    
   0.9771551      0.2181787    
   0.9725823      0.2180179    
   0.9681329      0.2178913    
   0.9638298      0.2178354    
   0.9596316      0.2178799    
   0.9554606      0.2180345    
   0.9512479      0.2182996    
   0.9469374      0.2186637    
   0.9424956      0.2191069    
   0.9379250      0.2196061    
   0.9332767      0.2201295    
   0.9285978      0.2206421    
   0.9238796      0.2211235    
   0.9191012      0.2215786    
   0.9142630      0.2220144    
   0.9093747      0.2224364    
   0.9044437      0.2228506    
   0.8994854      0.2232632    
   0.8945286      0.2236797    
   0.8895893      0.2241069    
   0.8846532      0.2245511    
   0.8797030      0.2250106    
   0.8747386      0.2254802    
   0.8697725      0.2259522    
   0.8648247      0.2264184    
   0.8599128      0.2268716    
   0.8550458      0.2273052    
   0.8502258      0.2277130    
   0.8454497      0.2280904    
   0.8407176      0.2284363    
   0.8360379      0.2287579    
   0.8314357      0.2290820    
   0.8269480      0.2294337    
   0.8225958      0.2298321    
   0.8183729      0.2302961    
   0.8142433      0.2308480    
   0.8101493      0.2315025    
   0.8060437      0.2322607    
   0.8018969      0.2331207    
   0.7976887      0.2340768    
   0.7934050      0.2351224    
   0.7890341      0.2362503    
   0.7845678      0.2374502    
   0.7800138      0.2387051    
   0.7753984      0.2399902    
   0.7707509      0.2412793    
   0.7660973      0.2425531    
   0.7614542      0.2438019    
   0.7568291      0.2450189    
   0.7522281      0.2461977    
   0.7476544      0.2473330    
   0.7430944      0.2484242    
   0.7385308      0.2494860    
   0.7340005      0.2505389    
   0.7295812      0.2515935    
   0.7253091      0.2526660    
   0.7211738      0.2537781    
   0.7171439      0.2549529    
   0.7131847      0.2562015    
   0.7092798      0.2575241    
   0.7054288      0.2589166    
   0.7016368      0.2603731    
   0.6979152      0.2618857    
   0.6942852      0.2634417    
   0.6907751      0.2650284    
   0.6874087      0.2666362    
   0.6842057      0.2682539    
   0.6811859      0.2698672    
   0.6783655      0.2714613    
   0.6757547      0.2730207    
   0.6733600      0.2745295    
   0.6711833      0.2759788    
   0.6692187      0.2773646    
   0.6674554      0.2786899    
   0.6658767      0.2799599    
   0.6644634      0.2811793    
   0.6631975      0.2823486    
   0.6620639      0.2834674    
   0.6610485      0.2845357    
   0.6601378      0.2855536    
   0.6593191      0.2865216    
   0.6585812      0.2874410    
   0.6579151      0.2883144    
   0.6573132      0.2891448    
   0.6567700      0.2899360    
   0.6562831      0.2906935    
   0.6558499      0.2914222    
   0.6554684      0.2921259    
   0.6551368      0.2928076    
   0.6548542      0.2934701    
   0.6546203      0.2941154    
   0.6544356      0.2947445    
   0.6543006      0.2953576    
   0.6542162      0.2959550    
   0.6541832      0.2965361    
   0.6542023      0.2970957    
   0.6542713      0.2976324    
   0.6543909      0.2981599    
   0.6545637      0.2986933    
   0.6547903      0.2992325    
   0.6550683      0.2997718    
   0.6553966      0.3003106    
   0.6557753      0.3008504    
   0.6562040      0.3013916    
   0.6566827      0.3019353    
   0.6572129      0.3024831    
   0.6577963      0.3030371    
   0.6584355      0.3035995    
   0.6591334      0.3041731    
   0.6598941      0.3047607    
   0.6607223      0.3053649    
   0.6616234      0.3059880    
   0.6626053      0.3066287    
   0.6636767      0.3072840    
   0.6648470      0.3079499    
   0.6661248      0.3086219    
   0.6675190      0.3092940    
   0.6690386      0.3099595    
   0.6706942      0.3106106    
   0.6725003      0.3112402    
   0.6744735      0.3118422    
   0.6766307      0.3124089    
   0.6789881      0.3129333    
   0.6815621      0.3134102    
   0.6843711      0.3138372    
   0.6874329      0.3142157    
