DEP duct wall centerline
    1.030281      0.1087549E-01
    1.011441      0.3203341E-02
   0.9910593     -0.2924951E-02
   0.9709185     -0.7561198E-02
   0.9503583     -0.1117714E-01
   0.9288748     -0.1404710E-01
   0.9060326     -0.1652073E-01
   0.8817781     -0.1918010E-01
   0.8562936     -0.2202517E-01
   0.8298659     -0.2503097E-01
   0.8027241     -0.2817446E-01
   0.7750759     -0.3141509E-01
   0.7471250     -0.3470839E-01
   0.7190814     -0.3800208E-01
   0.6911098     -0.4124684E-01
   0.6633431     -0.4441330E-01
   0.6358906     -0.4745117E-01
   0.6088095     -0.5031737E-01
   0.5821550     -0.5298119E-01
   0.5559432     -0.5537700E-01
   0.5301138     -0.5744657E-01
   0.5045592     -0.5915839E-01
   0.4791858     -0.6052968E-01
   0.4539832     -0.6162560E-01
   0.4290893     -0.6246759E-01
   0.4044575     -0.6281673E-01
   0.3798027     -0.6277976E-01
   0.3553358     -0.6273549E-01
   0.3313856     -0.6247936E-01
   0.3080149     -0.6194611E-01
   0.2854905     -0.6127229E-01
   0.2639006     -0.6004395E-01
   0.2428762     -0.5828892E-01
   0.2224589     -0.5677368E-01
   0.2028489     -0.5537474E-01
   0.1842584     -0.5374161E-01
   0.1667598     -0.5196527E-01
   0.1504578     -0.5012213E-01
   0.1353886     -0.4822021E-01
   0.1215236     -0.4627720E-01
   0.1088006     -0.4431170E-01
   0.9713692E-01 -0.4232733E-01
   0.8643835E-01 -0.4032542E-01
   0.7661022E-01 -0.3830841E-01
   0.6756317E-01 -0.3627914E-01
   0.5921686E-01 -0.3423322E-01
   0.5149870E-01 -0.3216524E-01
   0.4434711E-01 -0.3006196E-01
   0.3770958E-01 -0.2790331E-01
   0.3154032E-01 -0.2567523E-01
   0.2580140E-01 -0.2336499E-01
   0.2046225E-01 -0.2096173E-01
   0.1551476E-01 -0.1842269E-01
   0.1096628E-01 -0.1569652E-01
   0.6860191E-02 -0.1270622E-01
   0.3288985E-02 -0.9363578E-02
   0.7677531E-03 -0.5356379E-02
  -0.2815650E-04 -0.7370419E-03
   0.5456298E-03  0.3956970E-02
   0.2050946E-02  0.8534548E-02
   0.4118125E-02  0.1301435E-01
   0.6692802E-02  0.1737812E-01
   0.9774317E-02  0.2159525E-01
   0.1333672E-01  0.2566036E-01
   0.1735646E-01  0.2958042E-01
   0.2181329E-01  0.3337491E-01
   0.2669295E-01  0.3707116E-01
   0.3199698E-01  0.4068917E-01
   0.3773350E-01  0.4424886E-01
   0.4393742E-01  0.4773565E-01
   0.5066096E-01  0.5111851E-01
   0.5794689E-01  0.5440573E-01
   0.6582539E-01  0.5764798E-01
   0.7433503E-01  0.6087699E-01
   0.8353736E-01  0.6408089E-01
   0.9350094E-01  0.6724855E-01
   0.1042964      0.7037842E-01
   0.1159935      0.7347047E-01
   0.1286590      0.7652062E-01
   0.1423480      0.7951810E-01
   0.1571011      0.8243778E-01
   0.1729373      0.8524922E-01
   0.1898473      0.8791803E-01
   0.2077920      0.9040341E-01
   0.2267060      0.9266436E-01
   0.2464988      0.9466677E-01
   0.2670590      0.9637942E-01
   0.2882656      0.9777292E-01
   0.3100012      0.9881808E-01
   0.3321616      0.9949593E-01
   0.3546491      0.9979970E-01
   0.3773680      0.9972754E-01
   0.4002298      0.9926296E-01
   0.4231921      0.9837549E-01
   0.4462222      0.9710094E-01
   0.4692199      0.9547852E-01
   0.4920781      0.9350189E-01
   0.5147008      0.9118940E-01
   0.5369611      0.8859279E-01
   0.5586690      0.8580484E-01
   0.5795718      0.8291239E-01
   0.5994269      0.7997862E-01
   0.6180429      0.7706501E-01
   0.6352978      0.7422910E-01
   0.6511411      0.7154267E-01
   0.6655743      0.6906639E-01
   0.6786510      0.6679720E-01
   0.6904810      0.6468338E-01
   0.7012036      0.6268971E-01
   0.7109623      0.6083800E-01
   0.7198845      0.5918638E-01
   0.7280848      0.5776195E-01
   0.7356668      0.5656105E-01
   0.7427006      0.5550275E-01
   0.7492326      0.5446435E-01
   0.7553083      0.5336328E-01
   0.7609712      0.5214715E-01
   0.7662559      0.5077848E-01
   0.7712073      0.4929276E-01
   0.7759054      0.4786788E-01
   0.7804186      0.4667182E-01
   0.7846994      0.4541371E-01
   0.7886509      0.4377786E-01
   0.7923354      0.4191080E-01
   0.7958824      0.4009039E-01
   0.7993479      0.3840895E-01
   0.8027309      0.3686317E-01
   0.8061010      0.3555535E-01
   0.8094202      0.3459638E-01
   0.8127575      0.3409093E-01
   0.8163678      0.3414737E-01
   0.8198755      0.3486927E-01
   0.8226810      0.3635956E-01
   0.8242572      0.3875129E-01
   0.8246525      0.4193135E-01
   0.8249846      0.4522744E-01
   0.8254472      0.4853414E-01
   0.8258245      0.5199146E-01
   0.8261483      0.5556286E-01
   0.8264948      0.5924681E-01
   0.8267868      0.6305713E-01
   0.8269775      0.6700262E-01
   0.8271502      0.7107978E-01
   0.8272835      0.7528844E-01
   0.8273217      0.7963117E-01
   0.8273072      0.8410726E-01
   0.8272446      0.8871156E-01
   0.8270813      0.9343756E-01
   0.8267752      0.9827860E-01
   0.8264680      0.1032404    
   0.8259676      0.1083100    
   0.8254394      0.1135048    
   0.8247576      0.1188099    
   0.8239819      0.1242202    
   0.8230494      0.1297169    
   0.8219742      0.1352790    
   0.8207874      0.1408948    
   0.8194975      0.1465334    
   0.8180343      0.1521593    
   0.8165144      0.1577725    
   0.8148261      0.1633150    
   0.8131067      0.1688131    
   0.8112113      0.1742177    
   0.8092659      0.1795598    
   0.8072291      0.1848150    
   0.8050481      0.1899401    
