s8036 nacelle v2 cw
    1.159956      0.2063583    
    1.154628      0.2059769    
    1.148345      0.2055588    
    1.141906      0.2051659    
    1.135301      0.2048002    
    1.128521      0.2044641    
    1.121552      0.2041602    
    1.114384      0.2038916    
    1.106999      0.2036616    
    1.099384      0.2034740    
    1.091520      0.2033331    
    1.083385      0.2032440    
    1.074959      0.2032124    
    1.066213      0.2032449    
    1.057119      0.2033494    
    1.047641      0.2035350    
    1.037740      0.2038124    
    1.027369      0.2041948    
    1.016477      0.2046966    
    1.005388      0.2053100    
   0.9947539      0.2059922    
   0.9844961      0.2067346    
   0.9745192      0.2075336    
   0.9647370      0.2083880    
   0.9550677      0.2092996    
   0.9454281      0.2102723    
   0.9357279      0.2113133    
   0.9258598      0.2124342    
   0.9156851      0.2136525    
   0.9050066      0.2149968    
   0.8941030      0.2164358    
   0.8840406      0.2178588    
   0.8746808      0.2193850    
   0.8656926      0.2211169    
   0.8567830      0.2230688    
   0.8477482      0.2252465    
   0.8384421      0.2276529    
   0.8287821      0.2302741    
   0.8187905      0.2330583    
   0.8086554      0.2358946    
   0.7987348      0.2386198    
   0.7894484      0.2411370    
   0.7811471      0.2435853    
   0.7739483      0.2460708    
   0.7677727      0.2486152    
   0.7623710      0.2511637    
   0.7574257      0.2537239    
   0.7526365      0.2563743    
   0.7476278      0.2592904    
   0.7420221      0.2628435    
   0.7367895      0.2667308    
   0.7332660      0.2698750    
   0.7309691      0.2722656    
   0.7293226      0.2742019    
   0.7280634      0.2758449    
   0.7270940      0.2772888    
   0.7263714      0.2786000    
   0.7258639      0.2798253    
   0.7255551      0.2809987    
   0.7254424      0.2821475    
   0.7255263      0.2832951    
   0.7257902      0.2844557    
   0.7262248      0.2856392    
   0.7268289      0.2868520    
   0.7276068      0.2880961    
   0.7285620      0.2893634    
   0.7297033      0.2906370    
   0.7310689      0.2919092    
   0.7327129      0.2931717    
   0.7347061      0.2944112    
   0.7371378      0.2956080    
   0.7401136      0.2967338    
   0.7437381      0.2977550    
   0.7480739      0.2986480    
   0.7531014      0.2994376    
   0.7588194      0.3001653    
   0.7653128      0.3007932    
   0.7726015      0.3012640    
   0.7805896      0.3015264    
   0.7891338      0.3015617    
   0.7981766      0.3013750    
   0.8076799      0.3009634    
   0.8175796      0.3003322    
   0.8277899      0.2994983    
   0.8382116      0.2984905    
   0.8487432      0.2973469    
   0.8592983      0.2961004    
   0.8698243      0.2947600    
   0.8802959      0.2933295    
   0.8907133      0.2918096    
   0.9011008      0.2901972    
   0.9115069      0.2884845    
   0.9220057      0.2866603    
   0.9326702      0.2847346    
   0.9435055      0.2827431    
   0.9544179      0.2807436    
   0.9652110      0.2788126    
   0.9756287      0.2770282    
   0.9854508      0.2753852    
   0.9946228      0.2737935    
    1.003220      0.2721709    
    1.011363      0.2704474    
    1.019184      0.2685561    
    1.026822      0.2664217    
    1.034435      0.2639432    
    1.042239      0.2609981    
    1.050523      0.2575329    
    1.059571      0.2535434    
    1.069511      0.2491490    
    1.079637      0.2447187    
    1.089601      0.2403906    
    1.099774      0.2359882    
    1.109757      0.2316705    
    1.119014      0.2276607    
    1.127526      0.2239687    
    1.135337      0.2205764    
    1.142517      0.2174543    
    1.149141      0.2145706    
    1.155281      0.2118952    
    1.160262      0.2097228    
